event_id,source,title,url,publish_time,author,content,heat
10,央视网,习近平与文艺工作者的故事丨一见如故的情谊,https://news.cctv.com/2024/10/31/ARTIKZCT8k1Mt470PuDzWOBt241031.shtml,2024-10-31 15:46:09,央视网,2014年10月习近平总书记在文艺工作座谈会上提起已逝故人贾大山他给我印象最深的就是忧国忧民情怀处江湖之远则忧其君总书记勉励文艺工作者与人民同呼吸共命运心连心,15000.0
11,央视网,国家能源局：预计今冬明春北方地区清洁取暖能源供应总体运行平稳,https://news.cctv.com/2024/10/31/ARTIreUSsM88U61H8t1e6iNv241031.shtml,2024-10-31 15:41:01,央视网,国家能源局10月31日举行新闻发布会国家能源局发展规划司副司长董万成在会上表示国家能源局高度重视迎峰度冬保暖保供工作全力保障能源安全稳定供应和人民群众温暖过冬　,15000.0
12,央视网,国防部正告民进党当局：“挟洋自重”没出路,https://news.cctv.com/2024/10/31/ARTIOG7IJSFcaj0LddsNYffc241031.shtml,2024-10-31 15:39:51,央视网,10月31日下午国防部举行例行记者会国防部新闻发言人张晓刚大校答记者问,15000.0
13,央视网,自主协商、动态调整！多家银行完善存量房贷利率定价机制细则,https://news.cctv.com/2024/10/31/ARTIfADXvrCK5MKf426MwsMi241031.shtml,2024-10-31 15:30:55,央视网,工商银行农业银行中国银行建设银行邮储银行等银行10月31日发布公告将从11月1日起陆续对存量商业性个人住房贷款利率实行新的定价机制,15000.0
14,央视网,国防部：几件美制武器无法改变两岸军事力量对比态势,https://news.cctv.com/2024/10/31/ARTI0uGP5usol0SJ5ay3I1DO241031.shtml,2024-10-31 15:19:33,央视网,10月31日下午国防部举行例行记者会国防部新闻发言人张晓刚大校答记者问,15000.0
15,央视网,成都武侯卫健局回应“哺乳期妈妈代孕”：一经查实，将严肃处理,https://news.cctv.com/2024/10/31/ARTIHg5BKPWhWkrZqzs0cupg241031.shtml,2024-10-31 15:13:00,央视网,成都市武侯区卫健局通报针对网络反映哺乳期妈妈代孕情况该局高度重视即会同有关单位对相关医疗机构开展调查一经查实将依法依规严肃处理,15000.0
16,央视网,万商云集活力涌！广交会新老采购商纷至沓来 带动城市释放新活力,https://news.cctv.com/2024/10/31/ARTI7ZPtZkZNu5BtA3E02RGP241031.shtml,2024-10-31 15:03:47,央视网,第136届广交会于10月15日至11月4日在广州分三期举办,15000.0
17,央视网,多个新规来了！事关火车票报销、房贷利率、求职等事项,https://news.cctv.com/2024/10/31/ARTIHJspqtjUZbWxeuepM2fw241031.shtml,2024-10-31 15:03:16,央视网,11月多个新规即将施行事关火车票报销房贷利率等事项,15000.0
18,央视网,提出九项重点措施，上海着力支持本市中小企业融资！,https://news.cctv.com/2024/10/31/ARTIqtLv83fXJwIdCrRdgfSM241031.shtml,2024-10-31 14:59:56,央视网,在今天10月31日召开的上海市政府新闻通气会上上海市委金融办介绍了上海市政府近日印发的关于加强本市中小企业融资支持的若干措施并与市财政局市发展改革委上海金融监管局人民银行上海总部围绕政策要点回答记者提问,15000.0
19,央视网,超强台风“康妮”登陆台湾,https://photo.cctv.com/2024/10/31/PHOAbKzQ16XepBtanrjyZMdP241031.shtml,2024-10-31 14:59:20,央视网,10月31日13时40分超强台风康妮在台湾台东成功镇登陆,15000.0
20,央视网,水利部针对沪苏浙闽启动洪水防御Ⅳ级应急响应,https://news.cctv.com/2024/10/31/ARTIOgw5CvkuTYMlZ9V4VwD2241031.shtml,2024-10-31 14:57:09,央视网,今年第21号台风康妮强台风级的中心已于10月31日14时前后在台湾省台东县成功镇沿海登陆登陆时中心附近最大风力有15级48米秒国家防总副总指挥水利部部长李国英要求全力做好台风康妮暴雨洪水防御工作水利部滚动会商分析研判台风发展态势及影响区域内雨情汛情针对性安排部署防御措施,15000.0
21,央视网,托一把、送一程，“主动”作为干出成绩 民营经济加“数”锻造竞争力,https://news.cctv.com/2024/10/31/ARTIRycXqpHnLXkj2JNzFA1B241031.shtml,2024-10-31 14:42:45,央视网,最新数据显示2024年前三季度浙江民营企业对全省规模以上工业增加值增长的贡献率达到80不久前在全国工商联发布2024中国民营企业500强系列榜单中浙江入围企业数量位居全国首位,15000.0
22,央视网,数字赋能、品牌“出海”……完整跨境电商产业链服务经济“新”发展,https://news.cctv.com/2024/10/31/ARTImtV7n7dvSMS7YhM6360Q241031.shtml,2024-10-31 14:42:35,央视网,江苏宿迁作为国家跨境电商综合试验区近日有19个跨境电商项目签约项目落地后预计每年跨境电商交易额将达10亿元,15000.0
23,央视网,“工业母机+”产需对接模式涉及多行业 释放关键应用技术研发创新动力,https://news.cctv.com/2024/10/31/ARTIMGp5evwF9ucKwO5lWwnS241031.shtml,2024-10-31 14:42:27,央视网,工业母机通常是指制造机器的机器也称为工作母机或工具机主要用于对金属或其他材料的坯料或工件进行加工使其获得所需的形状尺寸和表面质量‌,15000.0
24,央视网,“链”起科学家与经理 释放科技生产力与特色优势产业新活力,https://news.cctv.com/2024/10/31/ARTIx7XoWsNRnp3JNbpUi71f241031.shtml,2024-10-31 14:42:14,央视网,10月30日国家知识产权局在西安举办知识产权助力新时代西部大开发新闻发布会据了解截至2024年9月底西部地区各省份有效发明专利量达493万件同比增长167,15000.0
25,央视网,从生产到生活含“绿”量更足 多方面协同提升可再生能源替代能力,https://news.cctv.com/2024/10/31/ARTIZUKN22NpyrouEyEykCaG241031.shtml,2024-10-31 14:42:05,央视网,国家发展改革委等六部门日前发布关于大力实施可再生能源替代行动的指导意见促进绿色低碳循环发展经济体系建设推动形成绿色低碳的生产方式和生活方式,15000.0
26,央视网,36.2%、33.4%，新特点！“三新”行业用电量表现亮眼 产业加速向“新”发展,https://news.cctv.com/2024/10/31/ARTId4dm5V0tl4vd2bLFORRI241031.shtml,2024-10-31 14:41:52,央视网,这几天全国各地的用电量数据陆续发布作为经济运行的风向标前三季度各地用电量呈现出怎样的特点反映了经济发展哪些特点,15000.0
27,央视网,推窗见绿→环境优化→街区活力，民生服务惠及百姓、服务经济,https://news.cctv.com/2024/10/31/ARTIbrR8DgTSVMcisLLH4vf7241031.shtml,2024-10-31 14:41:41,央视网,眼下上海正在推进美丽街区建设在静安区昌平路这里正在改建多个口袋公园计划在2024年年底竣工届时昌平路将形成一条全长21公里的口袋公园带,15000.0
28,央视网,文化中国行 | “古建之美+良好生态” 古村落群焕发新风采,https://news.cctv.com/2024/10/31/ARTIkgGbK58pqpI5ouEQXmKf241031.shtml,2024-10-31 14:41:32,央视网,江西文化底蕴深厚有413个国家级传统村落两万多幢传统建筑,15000.0
29,央视网,反映心声、贴近需求 “小而美”的文艺作品直达百姓身边,https://news.cctv.com/2024/10/31/ARTIKb2RL7xZ3bPbDyGtisng241031.shtml,2024-10-31 14:41:24,央视网,记者从中国演出行业协会获悉2024年第三季度全国营业性演出市场呈现上升态势原创演出新作频出内容形式多样话剧舞蹈音乐会等多样化的选择满足观众观演需求,15000.0
30,央视网,学习《决定》每日问答丨为什么要健全生态产品价值实现机制,https://news.cctv.com/2024/10/31/ARTI7V37ZqjIYyRaeDuue7VJ241031.shtml,2024-10-31 14:38:12,央视网,生态产品是指生态系统为经济活动和其他人类活动提供且被使用的货物和服务贡献可分为物质供给调节服务和文化服务产品,15000.0
31,央视网,总体平稳、稳中有进 多项指标高增长彰显我国经济动力足,https://news.cctv.com/2024/10/31/ARTIg9N7Px5QdfPoDSBepmV4241031.shtml,2024-10-31 14:25:41,央视网,10月31号中国物流与采购联合会国家统计局公布10月份中国采购经理指数,15000.0
32,央视网,房贷利率定价新机制明日落地！三个月、半年、一年，我该怎么选？,https://news.cctv.com/2024/10/31/ARTI6ZSqz0YVrKDS60i4PcLx241031.shtml,2024-10-31 14:13:13,央视网,明天11月1日起商业性个人住房贷款利率新的定价机制将正式落地六大行今日发布的公告明确取消了房贷利率重定价周期最短为一年的限制,15000.0
33,央视网,受贿1591万余元，山东淄博市公安局原副局长张京义获刑11年半,https://news.cctv.com/2024/10/31/ARTIWToRuMCDAjmZ0kDlDHIu241031.shtml,2024-10-31 13:35:52,央视网,2024年10月31日济南铁路运输中级法院对淄博市公安局原党委委员副局长张京义受贿一案公开宣判以受贿罪判处被告人张京义有期徒刑十一年六个月并处罚金人民币一百五十万元扣押查封在案的赃款赃物及孳息依法予以追缴上缴国库,15000.0
34,央视网,学习原声｜以大开放促进大开发——总书记这样谋划新时代西部大开发,https://news.cctv.com/2024/10/31/ARTICJyHFTFwTSRGvbaa9TBS241031.shtml,2024-10-31 13:16:51,央视网,处在新的历史起点以大开放促进大开发西部地区的发展前景广阔未来可期,15000.0
35,央视网,守正创新，必须牢牢把握、始终坚守的重大原则——论学习贯彻习近平总书记在省部级专题研讨班开班式上重要讲话,https://news.cctv.com/2024/10/31/ARTIILaFIUxgg10jlznYa4y7241031.shtml,2024-10-31 13:16:40,央视网,守正和创新是辩证统一的只有守正才能保证创新始终沿着正确方向前进只有持续创新才能更好地守正在省部级主要领导干部学习贯彻党的二十届三中全会精神专题研讨班开班式上习近平总书记强调守正创新是进一步全面深化改革必须牢牢把握始终坚守的重大原则指出要坚持继续完善和发展中国特色社会主义制度推进国家治理体系和治理能力现代化的改革总目标始终朝着总目标指引的方向前进,15000.0
36,央视网,众光汇聚 中国航天筑梦苍穹,https://news.cctv.com/2024/10/31/ARTIT3kobMdnQ9GpNAdN2icd241031.shtml,2024-10-31 13:16:12,央视网,从无人飞行到载人飞行从一人一天到多人多天从舱内实验到出舱活动从单船飞行到空间站巡天一组海报带你回顾中国载人航天精彩瞬间致敬伟大航天精神也致敬无限想象力,15000.0
37,央视网,前三季度我国社会物流总额超250万亿元,https://news.cctv.com/2024/10/31/ARTItNPGPkEDwKxJOKJKIAyv241031.shtml,2024-10-31 11:51:55,央视网,记者10月31日从中国物流与采购联合会了解到今年前三季度我国社会物流总额为2582万亿元按可比价格计算同比增长56,15000.0
38,央视网,与你有关！北京开始换发第三代社保卡，时间表、重要提醒,https://news.cctv.com/2024/10/31/ARTIa6IAN8yAHsEF774hVj7L241031.shtml,2024-10-31 11:49:16,央视网,10月30日北京召开动员部署会即日起分阶段分人群分批次启动第三代社保卡集中换发工作北京行政区域内参加社会保险的人员可自愿申领或换发第三代社保卡,15000.0
39,央视网,多个“上升”数据彰显信心，拼经济！经济回升向好基础巩固,https://news.cctv.com/2024/10/31/ARTI8aF5IuMb0maL7YvyZmQZ241031.shtml,2024-10-31 11:45:27,央视网,采购经理指数是国际上通行的宏观先行监测和预警指标通常以50作为经济强弱的临界值高于50反映经济扩张低于50反映经济收缩,15000.0
40,央视网,多举措发力显效，7.41万亿千瓦时！电力消费增长折射经济社会发展活力,https://news.cctv.com/2024/10/31/ARTIo4DIRSUpv4oIU4CKHBUD241031.shtml,2024-10-31 11:45:17,央视网,这几天全国各地的用电量数据陆续发布作为经济运行的风向标前三季度各地用电量呈现出怎样的特点反映了经济发展哪些变化,15000.0
41,央视网,我国已形成多个世界级港口群 自动化码头规模居世界第一,https://news.cctv.com/2024/10/31/ARTI9vbre9B3rUrR1MarAhTz241031.shtml,2024-10-31 11:37:24,央视网,刘鹏飞表示一流港口基础设施建设以及自动化码头建设改造都是交通运输部持续推进的重点工作,15000.0
42,央视网,中国地震局迅即开展西藏拉萨市墨竹工卡县4.1级地震应急处置工作,https://news.cctv.com/2024/10/31/ARTIU1P32Mr7OVLlKL5B07Ai241031.shtml,2024-10-31 11:36:57,央视网,西藏自治区地震局已派出现场工作组紧急赶赴震区协助地方政府开展现场应急处置工作据了解拉萨市山南市部分群众有感截至目前本次地震暂无人员伤亡情况报告,15000.0
43,央视网,西藏持续加强生态保护修复,https://news.cctv.com/2024/10/31/ARTIm8YCMDIdDSiBLNwcdPPq241031.shtml,2024-10-31 11:17:16,央视网,格拉丹东雪山西南侧海拔6542米的姜根迪如冰川是长江源头之一冰川脚下是西藏自治区安多县玛曲乡为保护冰川和周围草甸玛曲乡10年来压减牲畜数量近40,15000.0
44,央视网,一揽子增量政策加力推出、推动经济回升向好积极因素累积增多 企业信心增强,https://news.cctv.com/2024/10/31/ARTIcH8HCvmHQtFRP1MakcpV241031.shtml,2024-10-31 11:16:54,央视网,国家统计局中国物流与采购联合会10月31日发布的最新数据显示10月份中国制造业采购经理指数PMI为501比上月上升03个百分点升至扩张区间,15000.0
45,央视网,十个维度看中国｜漫步650多岁的明城墙 感受南京“墙度”,https://news.cctv.com/2024/10/31/ARTI17CKHNjyfvNs2TKxKQLz241031.shtml,2024-10-31 11:16:50,央视网,南京明城墙始筑于公元1366年如今已650多岁高龄通过持续地修缮和保护老城墙焕新生,15000.0
46,央视网,新时代中国调研行之看区域·西部篇丨记者观察：贵州多能互补助力“西电东送”,https://news.cctv.com/2024/10/31/ARTIPoJYph8tchejup0blsPX241031.shtml,2024-10-31 11:16:39,央视网,我国西部蕴藏丰富的煤油气等化石能源风光等新能源资源也十分丰富发电能力强供应充分是东部引电的不二之选近日新华社新时代中国调研行之看区域西部篇小分队来到贵州调研这里西电东送相关情况,15000.0
47,央视网,支持地方交通建设 交通运输部今年已累计下达3157亿元车购税资金,https://news.cctv.com/2024/10/31/ARTIyg9HBMFHQ3vhmRWveABj241031.shtml,2024-10-31 11:16:25,央视网,今年以来交通运输部累计下达3157亿元车购税资金支持地方交通建设积极争取超长期特别国债支持加快完善国家综合立体交通网络公路水运各项交通重大工程建设正在全力加快推进,15000.0
48,央视网,奋进强国路 阔步新征程·重大工程｜京张高铁：见证中国综合国力飞跃,https://news.cctv.com/2024/10/31/ARTICcn0YCaoOoqHsJktzh6M241031.shtml,2024-10-31 11:16:10,央视网,京张铁路是中国自主修建的第一条干线铁路1909年竣工通车从自主设计修建零的突破到世界最先进水平从时速35公里到350公里京张线见证了中国铁路的发展也见证了中国综合国力的飞跃,15000.0
49,央视网,南水北调中线行丨一滴水背后的经济学,https://news.cctv.com/2024/10/31/ARTI698lmlFXrShgbBafUVIu241031.shtml,2024-10-31 11:16:00,央视网,一滴水背后能有什么能汇聚成一泓清水润泽北方也能发展出百亿产业强县富民这是南水北调中线工程通水十周年行进式报道第一站记者在湖北十堰丹江口找到的答案,15000.0
50,央视网,逐梦九天再出征——写在神舟十九号载人飞船发射成功之际,https://news.cctv.com/2024/10/31/ARTIEAhzTk8LbMBulCPONlty241031.shtml,2024-10-31 11:15:48,央视网,逐梦九天英雄出征胡杨金黄的这个深秋东风航天城的这个不眠之夜注定在载人航天史册上留下永恒绚烂的一笔,15000.0
51,央视网,国家航天事业更高更强更好！神舟十九号发射 香港社会各界欢欣鼓舞,https://news.cctv.com/2024/10/31/ARTIF0V3Gqge9K7VASu3IUpq241031.shtml,2024-10-31 11:07:48,央视网,神舟十九号发射香港社会各界欢欣鼓舞大家纷纷表示身为中国人感到无比骄傲和自豪祝愿国家航天事业更高更强更好,15000.0
52,央视网,增效益、增收入、增就业！金秋“丰”味浓 绘就乡村振兴“绚丽画卷”,https://news.cctv.com/2024/10/31/ARTII78Kt369bqurabKSGSup241031.shtml,2024-10-31 11:03:15,央视网,秋风拂过稻谷飘香连日来多地的农户们抢抓晴好天气进行大规模水稻收割作业,15000.0
53,央视网,秋日水彩画,https://photo.cctv.com/2024/10/31/PHOAWCvos4QeK3AF4ec0I6id241031.shtml,2024-10-31 11:03:00,央视网,秋日里各地层林尽染宛如一幅幅绚丽的秋日水彩画,15000.0
54,央视网,“康妮”逼近 浙江舟山渔船归港避风,https://photo.cctv.com/2024/10/31/PHOAtCZDwwYVCMmyNw01pnfE241031.shtml,2024-10-31 11:02:49,央视网,10月30日浙江舟山渔船陆续返回并停靠在沈家门渔港躲避台风康妮侵袭,15000.0
55,央视网,中国邮政发布《乙巳年》特种邮票图稿,https://photo.cctv.com/2024/10/31/PHOAJkK501xtj5yjGJmK14Ob241031.shtml,2024-10-31 11:02:36,央视网,10月30日中国邮政乙巳年特种邮票图稿发布仪式在北京举行,15000.0
56,央视网,海南琼海遭强降雨侵袭 多地被淹,https://photo.cctv.com/2024/10/31/PHOAgfkAESxfRbSTieukcaJg241031.shtml,2024-10-31 11:02:25,央视网,受强降雨和上游水库泄洪影响琼海主城区万泉河沿岸各镇等低洼路段区域漫水受淹,15000.0
57,央视网,秋收时节好“丰”景,https://photo.cctv.com/2024/10/31/PHOARIzqtQA4QRdHmPJMDgLa241031.shtml,2024-10-31 11:02:13,央视网,秋收时节各地农民抢抓农时乡间田野一派丰收图景,15000.0
58,央视网,倒计时100天 亚冬会发布火炬、奖牌,https://photo.cctv.com/2024/10/31/PHOAJmSERiSIJYICtCbSfVVS241031.shtml,2024-10-31 11:01:59,央视网,10月30日第九届亚洲冬季运动会倒计时100天主题活动在哈尔滨冰球馆举行,15000.0
59,央视网,北京将补贴电动自行车“以旧换新”，个人消费者最高可领650元,https://news.cctv.com/2024/10/31/ARTIXzZyo9V3peLfGuwpe4bj241031.shtml,2024-10-31 10:53:44,央视网,今年11月1日起多项电动自行车新国标将落地实施为了加快北京老旧电动自行车的更新淘汰10月30日北京市商务局印发通知提出将对电动自行车以旧换新进行补贴需要提醒的是补贴金额不包含旧车回收金额旧车回收价格由回收企业或代为回收的销售门店与消费者自行协商确定,15000.0
60,央视网,前三季度全国可再生能源发电新增装机超2亿千瓦,https://news.cctv.com/2024/10/31/ARTItcxLbHcfqtqlaimPguI2241031.shtml,2024-10-31 10:50:09,央视网,前三季度全国可再生能源发电新增装机21亿千瓦同比增长21占电力新增装机的86,15000.0
61,央视网,法治是中国式现代化的重要保障（学习贯彻党的二十届三中全会精神）,https://news.cctv.com/2024/10/31/ARTI7EXdsm6codKwIXnMMHNJ241031.shtml,2024-10-31 10:37:58,央视网,法治既是现代化进程中一个独立的构成因素也为现代化的各领域各方面提供了制度基础和规则支撑法治对于中国式现代化具有固根本稳预期利长远的保障作用这是由法治的一般性质和中国式现代化的自身特色共同决定的,15000.0
62,央视网,坚持改革和法治相统一,https://news.cctv.com/2024/10/31/ARTIJlyoHydC6qfcHMIjL1fF241031.shtml,2024-10-31 10:35:43,央视网,处理好改革与法治的关系坚持改革和法治相统一是进一步全面深化改革的题中应有之义也是衡量国家治理体系和治理能力现代化水平的重要标志,15000.0
63,央视网,事关火车票报销、房贷利率……11月起一批新规将施行,https://news.cctv.com/2024/10/31/ARTICZxvC5l9C6C0h4FNJjdF241031.shtml,2024-10-31 10:22:01,央视网,11月1日起我国铁路客运领域将推广使用全面数字化的电子发票旅客在行程结束或者支付退票改签费用后180天内可登录本人铁路12306账户申请开具电子发票,15000.0
64,央视网,交通运输部：我国综合立体交通网总里程超过600万公里,https://news.cctv.com/2024/10/31/ARTIWjLsb6FyV9tTMXg0qlJ0241031.shtml,2024-10-31 10:12:51,央视网,交通运输部综合规划司司长吴春耕表示交通强国建设纲要印发实施5年来交通运输行业利用交通强国建设试点先行先试推动我国交通运输发展取得重大成就加快建设交通强国实现了良好开局进入新的发展阶段,15000.0
65,央视网,戴建君任中国药科大学党委书记,https://news.cctv.com/2024/10/31/ARTItgTEvNUskz8300QmUQbi241031.shtml,2024-10-31 10:12:34,央视网,10月31日教育部人事司在中国药科大学宣布了教育部党组的任免决定戴建君同志任中国药科大学党委书记金能明同志不再担任中国药科大学党委书记职务曾任南京农业大学党委常委副校长中国药科大学党委副书记纪委书记,15000.0
66,央视网,11月1日起，六大行实施存量房贷利率新机制,https://jingji.cctv.com/2024/10/31/ARTIKJtly4tTlFI2qa35uX6R241031.shtml,2024-10-31 10:11:13,央视网,今天10月31日工商银行农业银行中国银行建设银行交通银行邮储银行六大商业银行发布公告将从明天11月1日起陆续对商业性个人住房贷款利率实行新的定价机制这也意味着中国人民银行一个月前发布的完善商业性个人住房贷款利率定价机制要求即将正式落地,15000.0
67,央视网,11月1日起，13项网络安全国家标准开始实施,https://news.cctv.com/2024/10/31/ARTIO04l3HP79O9F703YrZa6241031.shtml,2024-10-31 10:09:16,央视网,11月1日起网络安全技术信息技术安全评估准则等13项网络安全国家标准开始实施将为引领网络安全产业高质量发展增强广大人民群众的获得感幸福感和安全感提供标准支撑,15000.0
68,央视网,国家统计局：我国居民时间利用分配和生产生活方式发生了较大变化,https://news.cctv.com/2024/10/31/ARTIDtVbVgUEk64ZZ16wAWWX241031.shtml,2024-10-31 10:00:28,央视网,10月31日国家统计局发布了第三次全国时间利用调查公报这次调查有什么新变化新特点调查数据质量是如何保证的调查数据反映了怎样的社会民生福祉变迁调查结果将如何应用国家统计局社科文司负责人日前就第三次全国时间利用调查工作开展和主要数据情况接受记者采访,15000.0
69,央视网,西藏拉萨市墨竹工卡县发生4.1级地震，震源深度10千米,https://news.cctv.com/2024/10/31/ARTIHUczBowubN75nFMApsiq241031.shtml,2024-10-31 09:42:55,央视网,中国地震台网正式测定10月31日09时32分在西藏拉萨市墨竹工卡县北纬2983度东经9225度发生41级地震震源深度10千米,15000.0
70,央视网,中央网信办部署开展“清朗·同城版块信息内容问题整治”专项行动,https://news.cctv.com/2024/10/31/ARTI9QUemojwnhPKMvETcIiX241031.shtml,2024-10-31 09:33:46,央视网,为集中治理同城版块易发多发问题压紧压实网站平台主体责任切实净化同城版块网络生态环境近日中央网信办印发通知在全国范围内部署开展为期2个月的清朗同城版块信息内容问题整治专项行动,15000.0
71,央视网,国家统计局：10月份，制造业采购经理指数（PMI）为50.1%,https://news.cctv.com/2024/10/31/ARTIzrsAT70zFuvCriZ5O5Hz241031.shtml,2024-10-31 09:31:01,央视网,国家统计局10月31日发布2024年10月中国采购经理指数运行情况,15000.0
72,央视网,国家统计局：10月份制造业采购经理指数升至景气区间,https://news.cctv.com/2024/10/31/ARTIReMS8a2dLmJSi6K6r3AC241031.shtml,2024-10-31 09:30:37,央视网,2024年10月31日国家统计局服务业调查中心和中国物流与采购联合会发布了中国采购经理指数对此国家统计局服务业调查中心高级统计师赵庆河进行了解读,15000.0
73,央视网,国家移民管理局：内地与香港联合查处一起组织人员偷渡香港案，201名违法犯罪人员落网,https://news.cctv.com/2024/10/31/ARTIJgAq9VEghPscA99ls6K4241031.shtml,2024-10-31 09:21:16,央视网,据国家移民管理局消息近日中国出入境管理局牵头组织部署广西公安出入境管理部门会同深圳边检机关和广东公安出入境管理部门联合香港入境事务处查处一起组织人员偷渡香港案共抓获违法犯罪人员201名捣毁假证制作窝点3个缴获假证制造设备12台严厉打击了涉粤港澳边界偷渡违法犯罪活动有力维护了粤港澳边界安全稳定近年来中国出入境管理局在内地与港澳执法部门合作机制框架下全力开展粤港澳偷渡犯罪活动打击工作,15000.0
74,央视网,国家林草局：2024年林草行业中央定点帮扶工作计划全面完成,https://news.cctv.com/2024/10/31/ARTIxr60kK7gTzwdTyJHa5bD241031.shtml,2024-10-31 09:07:30,央视网,10月30日国家林草局召开乡村振兴与定点帮扶工作领导小组会议全面总结今年以来林草行业推进乡村全面振兴以及中央定点帮扶工作成效部署下一阶段工作林草产业振兴取得新突破17个省份制定出台省级深化集体林改实施方案组织实施油茶产业发展三年行动方案落实832个县退耕还林补助资金,15000.0
75,央视网,独家采访：美半导体总裁称美国限制并不必要,https://news.cctv.com/2024/10/31/ARTIkKwOZPz2TRUThm3uxDMg241031.shtml,2024-10-31 08:58:13,央视网,当地时间10月28日美国财政部发布限制美国个人和公司对中国半导体人工智能等领域投资的规则美国企业对这一规则怎么看谭主和美国半导体行业协会总裁约翰诺伊弗聊了聊听听来自行业的声音,15000.0
76,央视网,时政微观察丨打开改革发展新天地，总书记这样强调,https://news.cctv.com/2024/10/31/ARTIJg8VR9yuOtacHt4DnRVY241031.shtml,2024-10-31 08:55:01,央视网,10月29日省部级主要领导干部学习贯彻党的二十届三中全会精神专题研讨班在中央党校国家行政学院开班习近平总书记发表重要讲话深刻阐明进一步全面深化改革的重大原则科学方法,15000.0
