source,title,url,publish_time,author,content,heat
央视网,神舟十八号航天员乘组计划11月4日返回,https://news.cctv.com/2024/10/30/ARTIzemBMz1Iz7MnPO9BVihh241030.shtml,2024-10-30 10:13:06,央视网,10月29日中国载人航天工程新闻发言人介绍神十八乘组在与神舟十九号航天员乘组完成在轨轮换后计划于11月4日返回东风着陆场,15000.0
央视网,时政新闻眼丨习近平给“关键少数”上的这一课，释放哪些重要信息？,https://news.cctv.com/2024/10/30/ARTIpn7Ejq5P2a7uuFW4iFWd241030.shtml,2024-10-30 10:01:44,央视网,10月29日面向关键少数的重要一课在中央党校国家行政学院举行习近平总书记在省部级主要领导干部学习贯彻党的二十届三中全会精神专题研讨班开班式上发表重要讲话深刻总结新时代全面深化改革取得的历史性成就深刻阐明进一步全面深化改革的一系列重大理论和实践问题对坚持守正创新讲求科学方法营造良好氛围提出明确要求,15000.0
央视网,每一个人都是祖国的坐标,https://news.cctv.com/2024/10/30/ARTIlis5FE4CbZX2Ek8IQ12f241030.shtml,2024-10-30 09:58:36,央视网,边境兴则边疆兴边民富则边防固,15000.0
央视网,破空亮剑、奔赴太空浩瀚！多视角看神舟十九号发射震撼瞬间,https://news.cctv.com/2024/10/30/ARTIewsmx78ZSzQRYiARdXbo241030.shtml,2024-10-30 09:56:42,央视网,神舟十九号载人飞船已经载着三位航天员向中国空间站飞驰而去接下来让我们再透过不同视角的镜头回顾一下火箭发射时的震撼瞬间,15000.0
央视网,不断开创民政事业发展新局面,https://news.cctv.com/2024/10/30/ARTI8ksduVCsjXviYJJKSoW2241030.shtml,2024-10-30 09:53:31,央视网,在推进中国式现代化的新征程上以民生为大以百姓心为心持续提高民政工作水平不断开创民政事业发展新局面定能凝聚磅礴力量书写壮丽篇章,15000.0
央视网,免费培训、灵活就业、定点帮扶 “稳就业”促增收 切实增进民生福祉,https://news.cctv.com/2024/10/30/ARTII1DsWm5c9kR5vt36GKsG241030.shtml,2024-10-30 09:47:14,央视网,人力资源社会保障部等部门公布的最新数据显示截至9月底全国脱贫人口务工33016万人三季度末比上个季度末脱贫劳动力就业人数增加了276万人全国已形成近500个具有特色的技能劳务品牌有的品牌带动就业创业人数超过100万人,15000.0
央视网,中老铁路167座隧道接受全面“健康检查”,https://news.cctv.com/2024/10/30/ARTI3WusugHaBM3SKjA9AKZW241030.shtml,2024-10-30 09:45:36,央视网,为了解隧道的技术状况及时发现解决安全隐患从10月29日开始铁路部门利用列车运行间隙对中老铁路新建的167座隧道进行为期两个月的全面健康检查这是中老铁路开通近3年以来首次隧道大规模检修,15000.0
央视网,房地产新政“满月” 北上广深一线城市楼市出现积极变化,https://news.cctv.com/2024/10/30/ARTINdfao4QS8U8oUnd3685m241030.shtml,2024-10-30 09:43:28,央视网,9月底以来包括降准降息降首付降存量房贷利率等一系列楼市利好政策先后发布同时一线城市也先后调整限购政策新政实施至今已满一月多地商品房销售数据和房价数据出现积极变化有些城市的成交量甚至出现了翻倍式增长,15000.0
央视网,学习卡丨锚定建成文化强国战略目标，总书记这样阐释→,https://news.cctv.com/2024/10/30/ARTIFBmkMbMl9upFbdrQ5rc0241030.shtml,2024-10-30 09:43:18,央视网,10月28日中共中央政治局就建设文化强国进行第十七次集体学习习近平总书记主持学习并发表重要讲话关于锚定建成文化强国战略目标发展新时代中国特色社会主义文化总书记作了详细阐释一起学习↓↓↓,15000.0
央视网,财政部在澳门发行50亿元人民币国债,https://news.cctv.com/2024/10/30/ARTI9nRaolHYF2ZgOt7cV3XD241030.shtml,2024-10-30 09:38:12,央视网,财政部今天10月30日在澳门发行50亿元人民币国债这是中央政府连续第三年在澳门发行人民币国债有利于进一步完善常态化发行机制对持续优化澳门债券市场基础设施提高澳门债券市场影响力具有积极作用,15000.0
央视网,我国首个海洋油气装备“智能工厂”全面建成,https://news.cctv.com/2024/10/30/ARTIlWQqsChJXzFbeqgVkpe4241030.shtml,2024-10-30 09:34:54,央视网,记者今天10月30日从中国海油获悉海油工程智能制造基地二期工程正式投产标志着国内首个海洋油气装备智能工厂全面建成对加快培育发展海洋能源新质生产力具有重要意义,15000.0
央视网,学习新语｜在这些研讨班上，总书记都强调了什么？,https://news.cctv.com/2024/10/30/ARTIXUWOoKpWmgtM9rXtGc2Z241030.shtml,2024-10-30 09:32:20,央视网,党的十八大以来习近平总书记在一系列专题研讨班上发表重要讲话为推动新时代党和国家事业发展提供了根本遵循,15000.0
央视网,2024年前三季度全国规模以上文化及相关产业企业营业收入增长5.9%,https://news.cctv.com/2024/10/30/ARTIrvd0msnLDZYLWPXvoA4Q241030.shtml,2024-10-30 09:30:30,央视网,据国家统计局网站消息据对全国78万家规模以上文化及相关产业企业以下简称文化企业调查2024年前三季度文化企业实现营业收入99668亿元按可比口径计算比上年同期增长59,15000.0
央视网,发射圆满成功！2024，中国航天迭代创新延续精彩,https://news.cctv.com/2024/10/30/ARTILfV3dqPlonRn926aZBSz241030.shtml,2024-10-30 09:21:49,央视网,10月30日凌晨1时37分神舟十九号载人飞行任务航天员乘组出征仪式在酒泉卫星发射中心问天阁圆梦园广场举行,15000.0
央视网,海关总署：前三季度全国自贸试验区进出口增长11.99%,https://news.cctv.com/2024/10/30/ARTI3LM0BmCxAzHChjErrFok241030.shtml,2024-10-30 09:15:51,央视网,据海关总署网站消息据海关总署统计前三季度全国自贸试验区进出口总值达609万亿元同比增长1199其中出口274万亿元同比增长1610进口335万亿元同比增长883,15000.0
央视网,黄色预警！海南岛部分地区发生地质灾害的气象风险较高,https://news.cctv.com/2024/10/30/ARTI6yh5ewLixOg6ktQ9jBgx241030.shtml,2024-10-30 09:15:31,央视网,据中央气象台网站消息自然资源部与中国气象局10月30日08时联合发布地质灾害气象风险预警,15000.0
央视网,379秒回顾神舟十九号载人飞船发射精彩瞬间 “大好河山”组合逐梦太空,https://news.cctv.com/2024/10/30/ARTIwMor9W2sSu8JeHeF0c5x241030.shtml,2024-10-30 09:12:50,央视网,据中国载人航天工程办公室消息10月30日1时37分神舟十九号载人飞行任务航天员乘组出征仪式在酒泉卫星发射中心问天阁圆梦园广场举行1时38分蔡旭哲宋令东王浩泽领命出征,15000.0
央视网,欧盟公布对华电动汽车反补贴调查终裁结果 商务部回应,https://news.cctv.com/2024/10/30/ARTIzmSi0grkFiJNNEygetXm241030.shtml,2024-10-30 08:58:53,央视网,我们注意到欧方发布的公告中方多次指出欧盟对华电动汽车反补贴调查存在诸多不合理不合规之处是以公平竞争为名行不公平竞争之实的保护主义做法中方对裁决结果不认同不接受已就此在世贸组织争端解决机制下提出诉讼中方将继续采取一切必要措施坚决维护中国企业的合法权益,15000.0
央视网,水利部针对海南省启动洪水防御Ⅳ级应急响应,https://news.cctv.com/2024/10/30/ARTIVRc0wSXJ017Bb2GQwmG4241030.shtml,2024-10-30 08:18:52,央视网,受台风潭美及其残余环流影响10月28日以来海南省出现持续强降雨过程南渡江万泉河陵水河及文教溪九曲江等16条河流发生超警以上洪水万泉河上游干流会山段南渡江支流新吴溪等6条河流发生超保洪水万泉河上游牛路岭红岭等水库持续高水位运行,15000.0
央视网,第一观察｜抓好改革这项“系统工程”，总书记阐明四对关系,https://news.cctv.com/2024/10/30/ARTI6HwOuP18ndP0paG1szQ0241030.shtml,2024-10-30 08:14:46,央视网,改革是一项系统工程需要讲求科学方法处理好方方面面的关系,15000.0
央视网,【8点见】祝贺！神舟十九号载人飞船发射成功！,https://news.cctv.com/2024/10/30/ARTIYgL5JhiHZknGtBnGRqki241030.shtml,2024-10-30 08:00:19,央视网,10月30日凌晨神舟十九号载人飞船发射取得圆满成功浩瀚太空首次迎来中国90后访客,15000.0
央视网,坚定信心凝心聚力，推动改革行稳致远,https://news.cctv.com/2024/10/30/ARTIUGxEvqMwC9pWObYfY5sK241030.shtml,2024-10-30 07:05:41,央视网,要把学习贯彻党的二十届三中全会精神不断引向深入引导全党全国人民坚定改革信心更好凝心聚力推动改革行稳致远我们坚信有以习近平同志为核心的党中央坚强领导有全党全国人民团结一心锐意进取中国式现代化一定能够在改革开放中开辟广阔前景,15000.0
央视网,以旧换新“换”出加速度 拉动内需增长“跑”出新成效,https://jingji.cctv.com/2024/10/30/ARTI5LRkWfMVMHerhnShiZJd241030.shtml,2024-10-30 07:01:17,央视网,10月19日山东省枣庄市山亭区举办汽车家电以旧换新金秋乐购会图为消费者在选购电动车9月17日消费者在天津京东MALL超级体验店选购家电该商场推出以旧换新4重补贴等优惠吸引顾客前来消费,15000.0
央视网,人工智能，高校“人人皆学”？,https://news.cctv.com/2024/10/30/ARTI3bF3L2CW4RPtB3QD3BXV241030.shtml,2024-10-30 06:58:13,央视网,今年秋季学期起全国多所高校面向本科生开设人工智能通识课北京宣布市属公办本科高校人工智能通识课全覆盖天津则面向全市高校全面开放首批3门市级人工智能通识课孙洪祥表示北京市属高校统一开设人工智能通识课程势必加快推进学生科技素养和创新能力的提升培养学生审美共情想象等超越机器的能力,15000.0
央视网,冰雪同梦，亚洲同心,https://news.cctv.com/2024/10/30/ARTIhVj3WUiF5n8ZqZvPddeg241030.shtml,2024-10-30 06:56:30,央视网,10月30日距离2025年亚洲冬季运动会开幕将还有100天百日后亚洲的目光将汇聚松花江畔冰城哈尔滨将向世界展示其独特的冰雪魅力,15000.0
央视网,国乒回应近期成绩起伏：严肃对待，认真总结,https://news.cctv.com/2024/10/30/ARTID9kh4nngkfdXY13zPiTP241030.shtml,2024-10-30 06:54:16,央视网,刚刚结束世界乒乓球职业大联盟WTT蒙彼利埃冠军赛的中国乒乓球队直接转战阿曼参加28日开始的WTT马斯喀特常规挑战赛国乒总教练李隼针对近期队伍参赛情况进行了小结表示教练组会对比赛中暴露出来的问题严肃对待及时总结希望球迷多一些理解和包容,15000.0
央视网,各地经济“三季报”亮点多 “两重”“两新”持续发力,https://news.cctv.com/2024/10/30/ARTIBeXqy9Vl4NfJFGSZrQRC241030.shtml,2024-10-30 06:51:15,央视网,近期全国多数省份经济运行三季报陆续出炉截至10月29日已有28个省自治区直辖市公布今年前三季度地区生产总值GDP相关数据经济总量方面广东江苏GDP逼近10万亿元大关增速方面西藏重庆甘肃内蒙古等地领跑总体看多数省份前三季度经济运行平稳,15000.0
央视网,第九届亚冬会倒计时100天：做好赛事筹办 呈现精彩赛会,https://news.cctv.com/2024/10/30/ARTI8tvCZ8XAqjtyDjMPVf36241030.shtml,2024-10-30 06:45:52,央视网,届亚洲冬季运动会以下简称亚冬会将于2025年2月7日至14日在黑龙江哈尔滨举办韩圣健说黑龙江还将持续开展多样化的群众性冰雪运动开展冰上马拉松城市滑雪等300余场大众冰雪赛事活动营造浓厚的玩冰乐雪氛围,15000.0
央视网,神舟十九号计划太空驻留约6个月 有何新任务？,https://news.cctv.com/2024/10/30/ARTId8TJbnG8PTPGqxhEWmYp241030.shtml,2024-10-30 06:41:56,央视网,经任务总指挥部研究决定瞄准北京时间10月30日04时27分发射神舟十九号载人飞船飞行乘组由航天员蔡旭哲宋令东王浩泽组成蔡旭哲担任指令长中国空间站不仅仅是中国的空间站也是促进人类航天技术发展造福全人类的空间站随时欢迎世界同行参与中国空间站的飞行任务,15000.0
央视网,大国重器亮相“双11”电商平台 这届购物车太硬核了,https://news.cctv.com/2024/10/30/ARTIxN2mpimCOZQAGrbeoWxl241030.shtml,2024-10-30 06:38:26,央视网,天衍量子计算云平台隧道掘进机永宁号祥云AS700载人飞艇今年双1120件来自国资央企的大国重器登上电商平台看新兴产业有天衍量子计算云平台九州算力光网—400G骨干网长三角盐城智能网联汽车试验场等,15000.0
央视网,好消息！国家奖助学金政策扩面提标,https://news.cctv.com/2024/10/30/ARTInxoIJLCNY9WCTIu4bIdf241030.shtml,2024-10-30 06:32:35,央视网,本专科生研究生国家奖学金奖励名额翻倍提高高中阶段国家助学金资助标准10月29日财政部教育部人力资源社会保障部发布关于调整高等教育阶段和高中阶段国家奖助学金政策的通知以下简称通知明确我国将调整高等教育阶段和高中阶段国家奖助学金政策统筹考虑提标和扩面让更多学生享受资助政策调整红利,15000.0
央视网,前三季度跨省异地就医直接结算惠及1.7亿人次,https://news.cctv.com/2024/10/30/ARTIExJyQCuizlKHJ3MXAvmC241030.shtml,2024-10-30 06:26:42,央视网,记者从国家医保局获悉今年前三季度全国跨省异地就医直接结算运行基本平稳惠及参保群众17亿人次减少资金垫付142969亿元较2023年同期分别增长101142937,15000.0
央视网,焦点访谈：纯血鸿蒙 万物智联,https://news.cctv.com/2024/10/29/ARTIZel7HqfGDYNOVERHmljM241029.shtml,2024-10-29 22:50:35,央视网,10月22日我国首个国产移动操作系统——华为原生鸿蒙操作系统正式发布成为苹果iOS和安卓系统后全球第三大移动操作系统这个操作系统前后经历了近10年的更迭用10年走完别人30年的路那么这条自主可控之路到底是怎么走出来的,15000.0
央视网,海口全市中小学明日复课，幼儿园明早继续停园,https://news.cctv.com/2024/10/29/ARTIPm059cFbJUWOZTQUTe3l241029.shtml,2024-10-29 22:10:06,央视网,目前潭美残留云团和冷空气对我市的影响逐步减弱气象部门已于10月29日20时49分将暴雨红色预警信号变更为暴雨橙色预警信号海口市防汛防风防旱指挥部于29日21时将防汛防风Ⅱ级应急响应降至Ⅲ级应急响应经综合研判决定全市中小学明日10月30日正常上课幼儿园明日早上继续停园具体复园时间另行通知,15000.0
央视网,习近平同芬兰总统斯图布会谈,https://news.cctv.com/2024/10/29/ARTIBNP3mV3XJUd5jXABknO8241029.shtml,2024-10-29 22:06:32,央视网,10月29日下午国家主席习近平在北京人民大会堂同来华进行国事访问的芬兰总统斯图布举行会谈,15000.0
央视网,四川遂宁一城管殴打业主？官方通报：停职处理,https://news.cctv.com/2024/10/29/ARTIZ1gHp7ZvhHc29rmcBTk7241029.shtml,2024-10-29 21:39:48,央视网,四川遂宁市河东新区联合调查组通报10月29日网传遂宁市河东新区城管执法人员殴打他人视频引起网民广泛关注,15000.0
央视网,“芝麻团子”憨态可掬 “落日飞天”美景再现 绿水青山间唱响生态“幸福曲”,https://news.cctv.com/2024/10/29/ARTI47DfyYSVhFJ5Rc1RbInS241029.shtml,2024-10-29 20:49:25,央视网,近日四川阿坝州松潘县林业和草原局的巡护人员在收集整理白羊自然保护区野外监测相机时发现两只野生大熊猫同框嬉戏的画面,15000.0
央视网,亮眼数据+“硬核”科技+重大工程 多维度感受中国经济“脉动”,https://news.cctv.com/2024/10/29/ARTIA9b1RuzVuCcBQqiYaTGc241029.shtml,2024-10-29 20:45:07,央视网,商务部最新数据显示前三季度我国电子商务持续健康发展积极促进消费平稳增长推动产业数字化转型加快新技术研发应用深化国际经贸合作,15000.0
央视网,神舟十九号载人飞船发射窗口确定 航天员乘组亮相,https://news.cctv.com/2024/10/29/ARTI88jLEnuj3NEcpxMC1L4G241029.shtml,2024-10-29 20:42:19,央视网,今天10月29日神舟十九号载人飞行任务新闻发布会在酒泉卫星发射中心举行计划于10月30日4时27分发射神舟十九号载人飞船乘组三名航天员集体亮相,15000.0
央视网,前三季度物流运行稳中向好 运行质效提升,https://news.cctv.com/2024/10/29/ARTIqJ2g3Rp3TA2BukxRo4Ge241029.shtml,2024-10-29 20:37:27,央视网,中国物流与采购联合会今天10月29日发布今年前三季度全国社会物流总额2582万亿元同比增长56,15000.0
央视网,独家视频丨习近平：我愿同你一道 引领中芬两国加强战略合作 弘扬友好传统,https://news.cctv.com/2024/10/29/ARTIT15NjICaBsnXaCX9hvWK241029.shtml,2024-10-29 20:33:52,央视网,10月29日下午国家主席习近平在北京人民大会堂同来华进行国事访问的芬兰总统斯图布举行会谈,15000.0
央视网,玉麦焕新颜,https://news.cctv.com/2024/10/29/ARTIOd5lnSiUxR38v7oTZqIO241029.shtml,2024-10-29 20:07:50,央视网,西藏山南市玉麦乡一度是一家三口撑起的三人乡桑杰曲巴老人和女儿卓嘎央宗几十年在此为国守边如今记者走进玉麦乡看到家家户户迎风飘扬的五星红旗和来往忙碌的行人车辆深切感受到这座边陲小城旅游业发展居民生活条件改善的脚步玉麦已焕新颜,15000.0
央视网,习近平同芬兰总统斯图布会谈,https://news.cctv.com/2024/10/29/ARTI3pi1BFKmQ3yLCrj0Vj1E241029.shtml,2024-10-29 20:06:38,央视网,10月29日下午国家主席习近平在北京人民大会堂同来华进行国事访问的芬兰总统斯图布举行会谈会谈前习近平和夫人彭丽媛在人民大会堂北大厅为斯图布和夫人苏珊娜举行欢迎仪式,15000.0
央视网,数读中国 | 增长6%！从创新指数“上扬”看高质量发展活力勃发,https://news.cctv.com/2024/10/29/ARTILiRk8FkfA6w7p4d6fhXP241029.shtml,2024-10-29 20:00:49,央视网,增长6从创新指数上扬看高质量发展活力勃发,15000.0
央视网,放手干事 担当作为——广大党员、干部学习贯彻党的二十届三中全会精神奋战改革发展一线,https://news.cctv.com/2024/10/29/ARTIAZoPeh2yajSx7r7SmIqs241029.shtml,2024-10-29 19:59:06,央视网,党的二十届三中全会审议通过中共中央关于进一步全面深化改革推进中国式现代化的决定擘画了进一步全面深化改革的壮阔蓝图全会召开以来习近平总书记主持召开重要会议研究部署重大改革举措深入基层考察调研要求各地各部门紧密结合实际因地制宜主动作为推动全会精神贯彻落实,15000.0
央视网,中国人登陆月球锚定2030年前 各项研制建设工作正在全面推进,https://news.cctv.com/2024/10/29/ARTIlDpyfKWufgNoIQoUYMjQ241029.shtml,2024-10-29 19:56:12,央视网,神舟十九号载人飞行任务新闻发布会29日上午在酒泉卫星发射中心召开发言人介绍锚定2030年前实现中国人登陆月球的目标工程全线正在全面推进各项研制建设工作,15000.0
央视网,“China Travel”好评不断 中国已具备亚洲顶级旅游目的地一切条件,https://news.cctv.com/2024/10/29/ARTI9F2ZM1YgWc2wDy6NNcYM241029.shtml,2024-10-29 19:47:16,央视网,中国大门常打开开放怀抱等你来随着便利人员往来措施不断优化中国游持续火热英国媒体近日报道称中国已具备成为亚洲顶级旅游目的地的一切条件,15000.0
央视网,习近平同赞比亚总统希奇莱马就中赞建交60周年互致贺电,https://news.cctv.com/2024/10/29/ARTIF97Wp8P3szQUeamvCdu2241029.shtml,2024-10-29 19:36:38,央视网,10月29日国家主席习近平同赞比亚总统希奇莱马互致贺电庆祝两国建交60周年,15000.0
