event_id,source,title,url,publish_time,author,content,like_count,share_count,comment_count,read_count
25,腾讯网,亚洲乳腺癌激增高脂饮食或是幕后杀手，三类高危人群需警惕|鹅问新知,https://view.inews.qq.com/a/20241030V05ZFO00,2024-10-30 15:34:51,鹅滴医生,,,,,
26,腾讯网,我们需要担心猴痘吗？金冬雁：这几点普通人要门清｜对话大师,https://view.inews.qq.com/a/20241028V0430400,2024-10-30 10:00:00,一起来唠科,,,,,
27,腾讯网,方贻儒：双相障碍应早识别、早诊断、早干预｜柳叶刀脑健康 ,https://view.inews.qq.com/a/20241030V033VM00,2024-10-30 10:49:45,柳叶刀TheLancet,脑健康是《柳叶刀》系列期刊2024年关注的重点话题之一。上海交通大学医学院附属瑞金医院方贻儒教授就中国在双相障碍治疗和研究方面的工作进行了回顾和展望，并对中国精神卫生服务面临的需求和挑战以及临床研究中科研诚信和伦理监管等相关问题提出了见解和思考。脑健康是《柳叶刀》系列期刊2024年关注的重点话题之一。上海交通大学医学院附属瑞金医院方贻儒教授就中国在双相障碍治疗和研究方面的工作进行了回顾和展望，并对中国精神卫生服务面临的需求和挑战以及临床研究中科研诚信和伦理监管等相关问题提出了见解和思考。,,,,
28,腾讯网,老年人在冬季为何更容易患上心脑血管疾病？医生：这5个因素是关键,https://view.inews.qq.com/a/20241030V04MMQ00,2024-10-30 12:41:02,神外医生张伟,,,,,
29,腾讯网,气候变化正在加剧疟疾的“完美风暴”,https://view.inews.qq.com/a/20241030V04RBW00,2024-10-30 13:02:53,知识分子,,,,,
30,腾讯网,想要考研某学校，需要考多少分，如何判断？,https://view.inews.qq.com/a/20241031V01O2Y00,2024-10-31 08:37:37,陈晟老师课堂,想要考研某学校，需要考多少分，如何判断？想要考研某学校，需要考多少分，如何判断？,,,,
31,腾讯网,考研目标院校报考人数翻倍，很焦虑怎么办？,https://view.inews.qq.com/a/20241030V01ZQ700,2024-10-30 18:00:00,短发学姐孟小果,4个有效应对方法。4个有效应对方法。,,,,
32,腾讯网,班主任退休后，才敢告诉你的小学真相,https://view.inews.qq.com/a/20241028V051JF00,2024-10-30 11:00:00,蓁蓁心理抚养,"真后悔孩子六年级了，才知道这些小学真相，时间不等人，六年时间转瞬即逝！
如果你家有小学生，希望这些班主任退休后，才敢分享的真相，能帮到你！真后悔孩子六年级了，才知道这些小学真相，时间不等人，六年时间转瞬即逝！
如果你家有小学生，希望这些班主任退休后，才敢分享的真相，能帮到你！",,,,
33,腾讯网,每一个表现异常的孩子，都来自“病得不轻”的家庭,https://view.inews.qq.com/a/20241028V08DKE00,2024-10-29 08:00:01,奥叔,如果家长认为一个孩子有心理疾病，实际上孩子往往是家里症状最轻的那个。治愈孩子之前先治愈自己，这句话说起来很简单，现实中最可怕的是，家长一直想治疗孩子的心理疾病，却从没想过自身行为是否存在问题。如果家长认为一个孩子有心理疾病，实际上孩子往往是家里症状最轻的那个。治愈孩子之前先治愈自己，这句话说起来很简单，现实中最可怕的是，家长一直想治疗孩子的心理疾病，却从没想过自身行为是否存在问题。,,,,
34,腾讯网,孩子犯错先别否定，冷静下来再和他沟通,https://view.inews.qq.com/a/20241028V04PH100,2024-10-28 13:49:07,人文清华,清华老师蒙克分享和孩子相处，需要沟通技巧。清华老师蒙克分享和孩子相处，需要沟通技巧。,,,,
35,腾讯网,如何引导青春期孩子，正确认识生理变化，培养健康两性观念？,https://view.inews.qq.com/a/20241024V09OKR00,2024-10-25 08:00:00,奥叔,从家庭教育来看，引导孩子正确面对自己的生理变化，培养健康的两性观念，是家长在孩子成长过程中的一项重要任务。从家庭教育来看，引导孩子正确面对自己的生理变化，培养健康的两性观念，是家长在孩子成长过程中的一项重要任务。,,,,
36,腾讯网,考研病了10多天，还能上岸吗？,https://view.inews.qq.com/a/20241024V02UN200,2024-10-24 18:30:00,短发学姐孟小果,如何快速恢复学习？如何快速恢复学习？,,,,
37,腾讯网,面对睡眠困难户，家长有什么好办法？,https://view.inews.qq.com/a/20241023V05BO800,2024-10-23 19:00:00,蓁蓁心理抚养,如果宝宝就是不想回卧室，那就让他在客厅、沙发上入睡。如果宝宝就是不想回卧室，那就让他在客厅、沙发上入睡。,,,,
38,腾讯网,考上大学却放弃入学，他们是怎么回事？除了学费高还有两因素,https://view.inews.qq.com/a/20241022V06AAO00,2024-10-22 16:52:52,教育老黄牛谢志春,辛辛苦苦12年寒窗苦读，终于考上大学了，结果已经开学两个月了，还不见报到的人影。广东多所高校公布了2024级录取新生拟放弃入学资格的名单，其中广东白云学院就有1477名新生放弃入学。这到底是怎么回事呢？辛辛苦苦12年寒窗苦读，终于考上大学了，结果已经开学两个月了，还不见报到的人影。广东多所高校公布了2024级录取新生拟放弃入学资格的名单，其中广东白云学院就有1477名新生放弃入学。这到底是怎么回事呢？,,,,
39,腾讯网,报考我考研目标院校的人很多，怎么办？,https://view.inews.qq.com/a/20241021V02SZL00,2024-10-21 18:30:00,短发学姐孟小果,报录比低也不意味着好考。报录比低也不意味着好考。,,,,
40,腾讯网,美媒：中国拿下5个关键技术领先，美国围堵战略正面临失败,https://view.inews.qq.com/a/20241030V09ZEV00,2024-10-31 08:00:00,环球时报热点,自前总统特朗普在2018年对中国挥舞关税大棒以来，美国已经对中国恶意实施了长达6年之久的关税政策、出口管制和金融制裁。自前总统特朗普在2018年对中国挥舞关税大棒以来，美国已经对中国恶意实施了长达6年之久的关税政策、出口管制和金融制裁。,,,,
41,腾讯网,载人航天工程总设计师：中国航天已进入航班化状态,https://view.inews.qq.com/a/20241031V035YA00,2024-10-31 10:46:09,海客新闻,昨天，神十九载人飞船成功发射，两个乘组完成第五次太空会师。中国载人航天工程总设计师周建平表示，神舟载人、天舟货运都已进入航班化状态，空间站科学研究会带来更多惊喜。昨天，神十九载人飞船成功发射，两个乘组完成第五次太空会师。中国载人航天工程总设计师周建平表示，神舟载人、天舟货运都已进入航班化状态，空间站科学研究会带来更多惊喜。,,,,
42,腾讯网,人贩子道歉竟然说“添麻烦了” 《失孤》原型案庭审现场一幕曝光,https://view.inews.qq.com/a/20241031V01MJ300,2024-10-31 08:32:08,海客见闻,10月30日下午，电影《失孤》原型被拐案二审宣判，驳回上诉，维持原判。被告人呼富吉犯拐卖儿童罪，判处死刑，缓期二年执行，剥夺政治权利终身，并处没收个人全部财产，对被告人呼富吉限制减刑。被告人唐立霞犯拐卖儿童罪，判处无期徒刑，剥夺政治权利终身，并处没收个人全部财产。10月30日下午，电影《失孤》原型被拐案二审宣判，驳回上诉，维持原判。被告人呼富吉犯拐卖儿童罪，判处死刑，缓期二年执行，剥夺政治权利终身，并处没收个人全部财产，对被告人呼富吉限制减刑。被告人唐立霞犯拐卖儿童罪，判处无期徒刑，剥夺政治权利终身，并处没收个人全部财产。,,,,
43,腾讯网,不惧威慑！我驱逐舰官兵讲述遭外军机抵近绕飞：随时能一箭飞空,https://view.inews.qq.com/a/20241031V0378N00,2024-10-31 10:48:51,海客军事,太平洋某海域，太原舰在执行远海战备巡逻任务时，曾遭到外军机异常抵近。听官兵讲述太平洋某海域，太原舰在执行远海战备巡逻任务时，曾遭到外军机异常抵近。听官兵讲述,,,,
44,腾讯网,联大连续第32次通过决议 敦促美国终止对古巴经济、商业和金融封锁,https://view.inews.qq.com/a/20241031V01X7S00,2024-10-31 09:08:03,海客新闻,,,,,
45,腾讯网,加沙流离失所者：无处可逃 只有躲到天上才安全,https://view.inews.qq.com/a/20241031V025Z000,2024-10-31 09:31:43,海客军事,巴勒斯坦加沙地带持续遭以军袭击，对当地民众来说早已无“安全区”可言巴勒斯坦加沙地带持续遭以军袭击，对当地民众来说早已无“安全区”可言,,,,
46,腾讯网,欧盟公布对华电动汽车反补贴调查终裁结果 外交部：典型贸易保护主义行为,https://view.inews.qq.com/a/20241030V06I1W00,2024-10-30 16:13:37,海客新闻,10月30日，外交部发言人林剑主持例行记者会。10月30日，外交部发言人林剑主持例行记者会。,,,,
47,腾讯网,实拍俄罗斯战略核力量演习 普京亲自下令3枚洲际导弹呼啸升空,https://view.inews.qq.com/a/20241030V01DIK00,2024-10-30 08:23:53,青蜂侠,俄罗斯国防部当地时间10月29日公布的消息，在俄罗斯战略核力量演习期间，俄军从普列谢茨克航天发射场向位于堪察加半岛的库拉靶场发射了“亚尔斯”洲际弹道导弹。俄罗斯国防部当地时间10月29日公布的消息，在俄罗斯战略核力量演习期间，俄军从普列谢茨克航天发射场向位于堪察加半岛的库拉靶场发射了“亚尔斯”洲际弹道导弹。,,,,
48,腾讯网,马斯克：如果特朗普无法入住白宫，那我们将到不了火星,https://view.inews.qq.com/a/20241030V02AFD00,2024-10-30 10:00:32,青蜂侠,"当地时间10月29日,马斯克称计划两年内向火星发射无人星际飞船。并表示如果特朗普入主白宫，那么将有望在10年之内可以完成“火星移民”计划。如果是非特朗普政府，那么将因为“受到过度监管”无法到达火星。当地时间10月29日,马斯克称计划两年内向火星发射无人星际飞船。并表示如果特朗普入主白宫，那么将有望在10年之内可以完成“火星移民”计划。如果是非特朗普政府，那么将因为“受到过度监管”无法到达火星。",,,,
49,腾讯网,加沙医院院长：医院和我的孩子都没了 只剩2名医生面对145名伤员,https://view.inews.qq.com/a/20241030V06UWQ00,2024-10-30 16:45:08,海客新闻,加沙地带卡迈勒•阿德万医院院长胡萨姆•萨菲亚表示，医院的情况仍然是“灾难性的”，仅剩2名医生面对超过145名急需手术的伤员。而让他伤心的是，他的儿子也死于以军的袭击。加沙地带卡迈勒•阿德万医院院长胡萨姆•萨菲亚表示，医院的情况仍然是“灾难性的”，仅剩2名医生面对超过145名急需手术的伤员。而让他伤心的是，他的儿子也死于以军的袭击。,,,,
50,腾讯网,揪心一幕！加沙医护人员从担架中认出母亲遗体 “我刚才还不知道这是她”,https://view.inews.qq.com/a/20241031V03GOO00,2024-10-31 11:05:55,世面,,,,,
51,腾讯网,加沙流离失所者：无处可逃 只有躲到天上才安全,https://view.inews.qq.com/a/20241031V025Z000,2024-10-31 09:31:43,海客军事,巴勒斯坦加沙地带持续遭以军袭击，对当地民众来说早已无“安全区”可言巴勒斯坦加沙地带持续遭以军袭击，对当地民众来说早已无“安全区”可言,,,,
52,腾讯网,独家采访：美半导体总裁称美国限制并不必要,https://view.inews.qq.com/a/20241031V01QJ800,2024-10-31 08:47:54,玉渊谭天,当地时间10月28日，美国财政部发布限制美国个人和公司对中国半导体、人工智能等领域投资的规则。美国企业对这一规则怎么看？谭主和美国半导体行业协会总裁约翰·诺伊弗聊了聊，听听来自行业的声音。#美半导体协会呼吁加强对话当地时间10月28日，美国财政部发布限制美国个人和公司对中国半导体、人工智能等领域投资的规则。美国企业对这一规则怎么看？谭主和美国半导体行业协会总裁约翰·诺伊弗聊了聊，听听来自行业的声音。#美半导体协会呼吁加强对话,,,,
53,腾讯网,“希望她能成为美国总统！”印度教教徒举行仪式，祈祷哈里斯获胜,https://view.inews.qq.com/a/20241031V01O7100,2024-10-31 08:38:10,寰球看点,当地时间10月29日，印度南部特伦甘纳邦的印度教教徒为美国民主党总统候选人、副总统哈里斯举行祈祷活动。希望哈里斯在下月5号的美国大选中获胜，成为美国历史上首位女总统。哈里斯1964年10月20日出生于美国加利福尼亚州奥克兰，父亲是非洲裔牙买加移民， 母亲是来自印度南部的泰米尔人。当地时间10月29日，印度南部特伦甘纳邦的印度教教徒为美国民主党总统候选人、副总统哈里斯举行祈祷活动。希望哈里斯在下月5号的美国大选中获胜，成为美国历史上首位女总统。哈里斯1964年10月20日出生于美国加利福尼亚州奥克兰，父亲是非洲裔牙买加移民， 母亲是来自印度南部的泰米尔人。,,,,
54,腾讯网,拜登称特朗普支持者是“垃圾”，特朗普开垃圾车回击：真是耻辱,https://view.inews.qq.com/a/20241031V01JU600,2024-10-31 08:19:59,世面,10月30日，拜登称特朗普支持者是垃圾引巨大争议后，特朗普开着一辆垃圾车前往威斯康星州的竞选集会。特朗普身穿橙色反光背心，坐在垃圾车里回答记者的提问。哈里斯当天也被问及拜登的“垃圾”言论，她称拜登澄清了自己的评论，但她强烈反对因为民众的投票选择而对他们发出批评。29日，拜登在回应特朗普集会一嘉宾涉种族歧视言论时称特朗普的支持者都是“垃圾”。拜登随后发文澄清称“垃圾”是在形容这名嘉宾发表的仇恨言论。10月30日，拜登称特朗普支持者是垃圾引巨大争议后，特朗普开着一辆垃圾车前往威斯康星州的竞选集会。特朗普身穿橙色反光背心，坐在垃圾车里回答记者的提问。哈里斯当天也被问及拜登的“垃圾”言论，她称拜登澄清了自己的评论，但她强烈反对因为民众的投票选择而对他们发出批评。29日，拜登在回应特朗普集会一嘉宾涉种族歧视言论时称特朗普的支持者都是“垃圾”。拜登随后发文澄清称“垃圾”是在形容这名嘉宾发表的仇恨言论。,,,,
55,腾讯网,美国大选“第二眼”| 金钱之路,https://view.inews.qq.com/a/20241030V0A5ZK00,2024-10-31 07:00:00,大局观,每逢大选年，美国政坛就宛如上演一场豪赌，而金钱则是这场竞赛中最不可忽视的筹码。今年大选，美国亿万富翁马斯克高调入局成为特朗普“最富有的政治盟友”，引发人们高度关注。人们很好奇，到底是谁在为候选人买单？这些资金在竞选过程中又是如何发挥作用的？钱，究竟在多大程度上左右着美国的政治走向？上海社科院国际问题研究所副研究员柯静为您解读。每逢大选年，美国政坛就宛如上演一场豪赌，而金钱则是这场竞赛中最不可忽视的筹码。今年大选，美国亿万富翁马斯克高调入局成为特朗普“最富有的政治盟友”，引发人们高度关注。人们很好奇，到底是谁在为候选人买单？这些资金在竞选过程中又是如何发挥作用的？钱，究竟在多大程度上左右着美国的政治走向？上海社科院国际问题研究所副研究员柯静为您解读。,,,,
56,腾讯网,联大压倒性通过决议：要求美国终止对古巴经济封锁和制裁 全场响起热烈掌声,https://view.inews.qq.com/a/20241031V015F600,2024-10-31 06:57:44,海客新闻,当地时间10月30日，第79届联大针对“必须终止美国对古巴的经济、商业和金融封锁”完成一般性辩论后，就A/79/L.6决议草案进行投票，结果为187票赞成，2票反对，1票弃权，其中美国和以色列投下反对票。当地时间10月30日，第79届联大针对“必须终止美国对古巴的经济、商业和金融封锁”完成一般性辩论后，就A/79/L.6决议草案进行投票，结果为187票赞成，2票反对，1票弃权，其中美国和以色列投下反对票。,,,,
57,腾讯网,特朗普：美国现在由一群蠢货统治着 只有我当总统股市才会上涨,https://view.inews.qq.com/a/20241030V09OTM00,2024-10-30 21:08:08,WatchThis看世界,特朗普：美国现在由一群蠢货统治着 只有我当总统股市才会上涨。特朗普：美国现在由一群蠢货统治着 只有我当总统股市才会上涨。,,,,
58,腾讯网,特朗普暗示民主党选举舞弊：2500张选民登记表笔迹相同 难道是巧合,https://view.inews.qq.com/a/20241030V05WKB00,2024-10-30 15:25:25,WatchThis看世界,特朗普暗示民主党选举舞弊：2500张选民登记表笔迹相同 这难道是巧合？特朗普暗示民主党选举舞弊：2500张选民登记表笔迹相同 这难道是巧合？,,,,
59,腾讯网,美国大选即将开始 在哈里斯家乡街访民众：投票给哈里斯还是特朗普？,https://view.inews.qq.com/a/20241030V05SRC00,2024-10-30 15:12:03,WatchThis看世界,美国大选即将开始 在哈里斯的家乡街访当地民众：投票给哈里斯还是特朗普美国大选即将开始 在哈里斯的家乡街访当地民众：投票给哈里斯还是特朗普,,,,
60,腾讯网,诺奖得主辛顿：如果大幅提高生产力，富人会变得更富，穷人会变得更穷,https://view.inews.qq.com/a/20241029V06MOI00,2024-10-31 08:06:17,硬核翻译局,10月26日，辛顿在彭博社中介绍AI对人们生活和生计有深刻影响，提升效率可能导致财富分配不均，普通人面临失业风险。10月26日，辛顿在彭博社中介绍AI对人们生活和生计有深刻影响，提升效率可能导致财富分配不均，普通人面临失业风险。,,,,
61,腾讯网,OPPO Find X8全面测评：由内到外，对标苹果,https://view.inews.qq.com/a/20241025V037KZ00,2024-10-30 07:52:38,小白测评,#OPPO Find X8# 的外观前几天已经公布了，如果只看ID，那是“果味十足”的轻薄直屏！实际用起来咋样？天玑9400+潮汐引擎调校如何？轻薄能否兼顾影像续航？本期全面实测！兄弟们记得转发点赞，感谢啦～#OPPO Find X8# 的外观前几天已经公布了，如果只看ID，那是“果味十足”的轻薄直屏！实际用起来咋样？天玑9400+潮汐引擎调校如何？轻薄能否兼顾影像续航？本期全面实测！兄弟们记得转发点赞，感谢啦～,,,,
62,腾讯网,从MIT辍学，这位19岁华裔男孩创办AI公司，白手起家成亿万富翁,https://view.inews.qq.com/a/20241029V06JZX00,2024-10-29 17:14:55,硬核翻译局,10月27日，外媒介绍Scale AI的创始人兼CEO亚历山大·王，他的公司为科技巨头提供关键数据，推动人工智能技术发展。10月27日，外媒介绍Scale AI的创始人兼CEO亚历山大·王，他的公司为科技巨头提供关键数据，推动人工智能技术发展。,,,,
63,腾讯网,三折手机，是未来吗？华为Mate XT评测,https://view.inews.qq.com/a/20241028V07YBC00,2024-10-29 09:07:17,影视飓风,在折叠屏已经不再新鲜的当下，华为推出的这款五位数的三折叠手机——Mate XT，究竟是噱头，还是实打实的生产力和影音体验的提升？它会给生活带来怎样的变化？如果你喜欢这期节目，请多多支持我们，并把视频分享给其他朋友一起看看！在折叠屏已经不再新鲜的当下，华为推出的这款五位数的三折叠手机——Mate XT，究竟是噱头，还是实打实的生产力和影音体验的提升？它会给生活带来怎样的变化？如果你喜欢这期节目，请多多支持我们，并把视频分享给其他朋友一起看看！,,,,
64,腾讯网,埃隆·马斯克：我们将在大约两年内将星际飞船发送到火星,https://view.inews.qq.com/a/20241028V033IZ00,2024-10-28 10:53:22,硬核翻译局,,,,,
65,腾讯网,神舟十九号船箭组合体计划将于近日择机发射 蓄势待发！,https://view.inews.qq.com/a/20241028V0223D00,2024-10-28 09:36:27,央视网,,,,,
66,腾讯网,苹果CEO库克：乔布斯是我一生的老师，他教会了我很多事情,https://view.inews.qq.com/a/20241025V08CNM00,2024-10-27 07:27:32,硬核翻译局,10月21日，苹果首席执行官蒂姆·库克接受采访，讲述了他作为报童的第一份工作，谈论了与史蒂夫·乔布斯的合作，感激并庆幸能在苹果工作10月21日，苹果首席执行官蒂姆·库克接受采访，讲述了他作为报童的第一份工作，谈论了与史蒂夫·乔布斯的合作，感激并庆幸能在苹果工作,,,,
67,腾讯网,骁龙8至尊版实测：高通靠自研架构造出了个怪物,https://view.inews.qq.com/a/20241024V09OSI00,2024-10-26 07:52:17,腾讯数码,,,,,
68,腾讯网,OPPO FInd X8 Pro评测：今年的人像滤镜，太绝了,https://view.inews.qq.com/a/20241024V09FQ000,2024-10-25 08:00:00,腾讯数码,,,,,
69,腾讯网,1024程序员节，美团鸿蒙版开发大揭秘,https://view.inews.qq.com/a/20241023V08EE400,2024-10-24 10:18:36,Eva的科技生活,大家几乎每天都在用的美团，当遇上了HarmonyOS NEXT，是如何产生全新“化学反应”的？带着这个问题，在1024程序员节这天，李姐专门拜访了美团外卖终端研发负责人杜瑶，和他聊了聊鸿蒙原生版美团从0到1的故事～大家几乎每天都在用的美团，当遇上了HarmonyOS NEXT，是如何产生全新“化学反应”的？带着这个问题，在1024程序员节这天，李姐专门拜访了美团外卖终端研发负责人杜瑶，和他聊了聊鸿蒙原生版美团从0到1的故事～,,,,
70,腾讯网,刘晓庆最新语音曝光，不觉得私密语音是羞耻，霸气发言像翻版武则天,https://view.inews.qq.com/a/20241031V0418R00,2024-10-31 11:50:08,娱乐呱呱达,刘晓庆最新语音曝光，不觉得私密语音是羞耻，霸气发言像翻版武则天,22.0,41.0,12.0,
71,腾讯网,乔任梁父母回应儿子“死因及遗体传闻”，呼吁不信谣不传谣，乔任梁好友也发声,https://view.inews.qq.com/a/20241031V04EWG00,2024-10-31 12:27:32,星知道,,50.0,46.0,19.0,
72,腾讯网,云朵终于不再沉默，拿起法律武器严正声明：背叛师父刀郎等传言不实,https://view.inews.qq.com/a/20241030V060WP00,2024-10-30 15:39:53,黑猫Music,,790.0,320.0,737.0,
73,腾讯网,金鸡奖大赢家！王一博三部作品横扫18项提名,https://view.inews.qq.com/a/20241031V047JW00,2024-10-31 15:00:00,今娱扒妹,金鸡奖大赢家！王一博三部作品横扫18项提名,6.0,,3.0,
74,腾讯网,神仙领导！不愧是这么成功的大网红，员工说的话她都听,https://view.inews.qq.com/a/20241030V07EVX00,2024-10-31 14:15:30,不止于她,,6.0,,8.0,
