event_id,source,title,url,publish_time,author,content,like_count,share_count,comment_count,read_count
26,南方周末,星巴克连续三季业绩下滑，“第三空间”不敌“价格战”,https://www.infzm.com/contents/281445,2024-10-29 18:00:00,南方周末记者 卫琳聪,"“价格战已经影响了消费者对咖啡的价格预期。”

“以前有空间、休闲、文化体验等综合性需求，现在大量的需求转变成对咖啡这种产品本身的需求，甚至是单纯对咖啡因的需求。”

中国近三千个县级以上城市，星巴克已经覆盖了857个，并将继续加速下沉。",29,48,14,
27,南方周末,致命恐袭，土耳其深陷“和解僵局”,https://www.infzm.com/contents/281443,2024-10-29 16:53:34,南方周末记者 王瑭琳,"这些地区的库尔德武装力量聚居区，在一定程度上成为了库尔德人的“避风港”。这种跨境活动使得土耳其与邻国的关系也变得复杂。

“库尔德分离主义不可能实现分裂国家的目标，追求更大的自主权也不太可能成功，土耳其政府也不太可能彻底解决库尔德问题。”",15,20,3,
28,南方周末,“民族资产解冻”骗局涉案金额过百亿：警惕传统骗术不断迭代丨快评,https://www.infzm.com/contents/281431,2024-10-29 15:37:23,王兢,在移动互联时代的“民族资产解冻”老式骗局，等于集合了“刷单返利”“售卖假货”“虚假理财”“冒充国家机构类诈骗”的多种元素，又因其技术手段得以触达更广阔的人群，行骗成本也相应地得以摊平，从而焕发了新的生命力。需要警惕的是，随着老龄化时代的来临，类似“民族资产解冻”的老式骗局在经历了电信、短视频、App等“技术迭代”之后，是否还会博得如人工智能这种更新技术的“加持”并继续收割特定人群。毕竟，如今的AI已经可以让“历史名人开口说话”。,5,15,4,
29,南方周末,普通人的“小确丧”，被他写得纤毫毕现,https://www.infzm.com/contents/281391,2024-10-29 14:00:00,南方人物周刊记者 李乃清,"他在三十多岁时写道：“只有当她不在的时候，我才觉得自己是自由的。我的自由对我来说一直比我的幸福更重要。”在五十多岁时写道：“现在我才明白，爱情与自由不是相互排斥的，而是相互制约，一个没有另一个是不可能的。”他善于刻画当代人的爱情和家庭生活，并在写婚姻生活的长篇小说 《七年》 中给时代下了份诊断书：“他们的道德想象偏向狭隘，但他们理解人性的弱点，准备原谅一切”

（本文首发于南方人物周刊）",7,6,4,
30,南方周末,善择ESG风险跟踪第56期｜128家公司暴露ESG风险，漱玉平民门店卷入骗保大案,https://www.infzm.com/contents/281426,2024-10-29 13:26:23,南方周末中国企业社会责任研究中心,,1,5,0,
31,南方周末,数学不好，可能是一种障碍？,https://www.infzm.com/contents/281346,2024-10-29 12:24:17,,,2,3,0,
32,南方周末,“最毒乳腺癌”获新治疗方案丨周一健,https://www.infzm.com/contents/281429,2024-10-29 12:24:17,南方周末特约撰稿 陈书灵 南方周末记者 林方舟,基于中国专家团队自主研发的“多基因模型”，针对三阴性乳腺癌，采用精准治疗方案（“蒽环紫杉”序贯“吉西他滨”联合“卡铂”），让高危患者生存率提升超过10%。,3,5,0,
33,南方周末,猪八戒其实是黑猪，与孙悟空天生一对、互为镜像,https://www.infzm.com/contents/281421,2024-10-29 11:12:23,刘勃,"《西游记》诞生的时代，明代的中后期，社会主流并不是大家在冒险创业，“边庭流血成海水，武皇开边意未已”，那种雄浑又残酷的时代精神，早就是过去时了。这个时代主流就是：你再优秀，也只能贴着既定的社会规则往上努力，大多数人生活的空间，不管是地理空间还是社会空间，都是相当狭小的，在这个狭小的空间里，人和人之间的内耗，要远远大于开拓性的奋斗。

《西游记》写孙悟空和猪八戒，仿佛就是写的这样一种环境里的人际关系，他们不是两个素质近似的人在既竞争又合作，而是代表两种不同的人生态度和生存策略。",17,6,3,
34,南方周末,倪萍：过去离婚天塌了，现在都不是事，甚至有时还受到赞美,https://www.infzm.com/contents/281366,2024-10-29 10:05:37,南周文娱,年轻人不生孩子在我们那个时代肯定就不行，不是别人不行，是自己就不行。,4,0,2,
35,南方周末,职教“海上丝路”：当鲁班工坊、大禹学院走进东盟,https://www.infzm.com/contents/281407,2024-10-29 09:00:00,南方周末记者 毛淑杰,"鲁班工坊、现代工匠学院、柬华应用科技大学等一批职业教育发展品牌项目受到东盟国家广泛欢迎，“中文+职业技能”日益成为技能人才培养新范式，合作前景广阔。

目前全球33个鲁班工坊中，有6个建在东盟。其中，柬埔寨的鲁班工坊是全球建筑面积最大、教学装备最齐全的工坊。

未来中国与印尼职教合作可以有多种思路，不仅是U-U（University to University）院校与院校的合作，还可以是U-U/B（University to University and Business）即院校和企业的合作。",6,17,2,
36,南方周末,丢掉装备与数据吧，你天生就会跑,https://www.infzm.com/contents/281388,2024-10-29 08:00:00,南方人物周刊记者 欧阳诗蕾,"“既然你生来就拥有跑步需要的一切，为什么还要再加别的东西呢？”

（本文首发于南方人物周刊）",8,3,3,
37,南方周末,可恶，又被“癫”剧骗到了,https://www.infzm.com/contents/281238,2024-10-28 22:00:00,艾米,,9,1,3,
38,南方周末,在富士山的注视下：西伊豆骑行记,https://www.infzm.com/contents/281362,2024-10-28 21:00:00,陈晞,"对伊豆人来说，火山喷发、地震、海啸、台风、长期降雨导致的山体滑坡，哪一种都有可能成为灭顶之灾。所以，他们以自然为灵，听从命运的差遣——生活所依赖的，既然是大自然的赐予，当然也可以被顷刻收回。

也许在富士山的注视下，每个人都会臣服于自然的力量。",15,11,4,
39,南方周末,加入家委会的孩子爸爸，为何总会感到“尴尬”丨养儿育女,https://www.infzm.com/contents/281343,2024-10-28 20:00:00,方旬,排在我前面的女士问：“您的工作应该不是太忙哈？”看我愣在原地，她补充道：“看您有时间接娃，还有时间加入家委会，所以随口问问。不过爸爸多关心关心孩子，也是挺好的。”,33,29,13,
40,南方周末,大学公共健身房“禁入特定群体”？公共空间当为全体学生共享丨快评,https://www.infzm.com/contents/281364,2024-10-28 19:00:00,王兢,鼓励男女在公共空间自然相处，共同使用公共设施，本身是在打破前现代社会各种规制强加给特定性别的禁锢，一般被视为进步与文明。这不但意味着公共资源将同时向任一性别开启，而非传统社会种种“男女授受不亲”的性别禁脔，也为生活开启了更多可能性，丰富了人类的生活体验，是人文主义精神的胜利。,10,10,3,
41,南方周末,北京警方通报持刀伤人案件：5人受伤，其中3名未成年人,https://www.infzm.com/contents/281386,2024-10-28 17:33:20,海淀公安,,9,35,6,
42,南方周末,坐拥3亿信众，妈祖是下一个出海“神话”？,https://www.infzm.com/contents/281360,2024-10-28 17:30:00,南方周末记者 顾月冰,"“从东南沿海走向世界，妈祖文化在日韩等国都有信众。全世界的妈祖信众都有着一个价值共同体，可谓天下妈祖儿女是一家。”

“我们倡导全人类共同价值，超越零和博弈的狭隘国家利益观和排他性的价值体系。”北京大学陈开和教授认为，妈祖文化所蕴含的仁爱和平、共同发展、开放包容的价值理念，在变乱交织的当下世界更显弥足珍贵。",27,115,11,
43,南方周末,“冒犯的艺术”？“脱口秀”要避免“语言霸凌”,https://www.infzm.com/contents/281350,2024-10-28 16:53:26,刘鹤,冒犯往往是有潜在风险，并且可能付出代价的，而霸凌的风险很低或者没有风险，当然也谈不上什么代价。冒犯需要很高的智慧和语言技巧，当这些技巧足够巧妙时，就自然成为了艺术。而霸凌无需任何技巧，只需要足够的恶意，霸凌者就是恶意的租售者，其拥趸也是为了“替代释放”恶意而聚集在其周围的。但也正是因此，霸凌者的想象力和表达力往往都相当贫瘠和匮乏，如果离开了恶意，他们甚至讲不出一个带有幽默感的段子，自然也会迅速地失去所有的拥趸。,14,8,5,
44,南方周末,选课“红黑榜”的背后,https://www.infzm.com/contents/281463,2024-10-28 15:08:00,央视网,,0,0,0,
45,南方周末,最高法何帆谈修订指标体系：不对法院排名，从机制上消除“内卷”,https://www.infzm.com/contents/281348,2024-10-28 14:05:57,南方周末记者 韩谦,"我们在调研中发现，个别二审、再审法院因顾忌本辖区质效数据，片面追求绝对的“低改发率”。这种行为美化了数据，但无疑会损害司法公信。

创设案-件比指标，就是要引导各级法院将重心从“案件结没结”转向“矛盾解没解”。“件”数越多，说明一个“官司”经历的审判执行程序越多、当事人感受越差。

案件情况是复杂的，总有一些不可控的客观原因影响审理进程，追求100%的审限内结案率，就违背了司法规律。",28,659,10,
46,南方周末,6年票房“膨胀”10亿，正在野蛮生长的剧场,https://www.infzm.com/contents/281315,2024-10-28 13:00:00,雨衣,7天连打18场剧，这是一种很新的“特种兵旅行”吗？,5,2,0,
47,南方周末,濒危等级下降，大熊猫还需要保护吗？,https://www.infzm.com/contents/281341,2024-10-28 11:59:53,南方周末记者 崔慧莹,"有近2/3的大熊猫小种群，面临灭绝风险。

在大熊猫小种群中，以四川小相岭、九顶山等区域的大熊猫孤立小种群尤为值得关注，这些区域大熊猫种群数量较少、增长相对缓慢，是大熊猫中的“贫困户”。",16,10,13,
48,南方周末,一周两公司上市，自动驾驶加速超车,https://www.infzm.com/contents/281345,2024-10-28 11:31:29,南方周末科创力研究中心,自动驾驶的远景光明，商业化前夜却黑暗而漫长。IPO只是开始，企业需要强大的毅力和实力，才能穿过暗夜、迎来黎明。,3,0,2,
49,南方周末,《出走的决心》导演尹丽川：很多年来，女性叙事都是被忽略的,https://www.infzm.com/contents/279400,2024-10-28 11:00:00,南瓜视业,,1,0,2,
50,南方周末,梁晓声：文学提升人性,https://www.infzm.com/contents/281339,2024-10-28 10:00:00,南方人物周刊记者 张宇欣,"“所谓人性的那点事儿，大家不看书，不全知道吗？用得着写小说吗？小说要看怎样提升人性，而不只是看怎样呈现人性”

（本文首发于南方人物周刊）",13,15,10,
51,南方周末,徐俊 | 关于陈寅恪“盖棺有期，出版无日”的本事,https://www.infzm.com/contents/281337,2024-10-28 08:00:00,徐俊,陈寅恪所谓“出版无日”指哪一本书，蒋天枢未明确说明，今人或理解为《金明馆丛稿初编》，或理解为《论再生缘》，二说均未得其实。,5,81,0,
52,南方周末,多地探索秸秆限时焚烧，应尊重农民的历史传承与真实需求,https://www.infzm.com/contents/281335,2024-10-27 21:47:47,毕舸,在中科院南京土壤研究所的“水稻田和水稻土起源陈列馆”内，10多粒在绰墩遗址出土的黑色炭化稻谷引人注目，来自5907年前。负责人陈冬峰介绍说，研究发现，炭化稻粒和古水稻土壤中50%的碳，是由于火烧留下的。“这应该是先民焚烧秸秆的证据，古书上记载的‘火耕水耨’，在这里得到了有力的佐证。”,41,86,24,
53,南方周末,沿长白山脉入海,https://www.infzm.com/contents/281333,2024-10-27 20:00:00,南方人物周刊记者 大食 聂阳欣,（本文首发于南方人物周刊）,6,3,5,
54,南方周末,新能源汽车产量一个月增加了48.5%｜政经十事,https://www.infzm.com/contents/281311,2024-10-27 18:00:00,南方周末记者 吴超,,10,6,3,
55,南方周末,一辆卡车在以色列特拉维夫北部冲入公交车站，导致数十人受伤,https://www.infzm.com/contents/281331,2024-10-27 16:50:00,新华社,,4,0,1,
56,南方周末,呼兰：我还在真切地生活,https://www.infzm.com/contents/281313,2024-10-27 16:00:00,南方人物周刊记者 张明萌,"“整个环境投射到我身上，我的段子都是时代的产物和艺术作品，自己也是艺术作品，因为时代把我塑造成了这个样子”

（本文首发于南方人物周刊）",10,5,4,
57,南方周末,查实百余家骗保机构，大数据如何守好“救命钱”？,https://www.infzm.com/contents/281307,2024-10-27 15:00:00,南方周末记者 宋炳晨,"一些药贩子十分狡猾，他们每次变换不同的药店，随机选取不同的医保卡使用，比如今天用3张、明天用5张、后天又打乱顺序，刷卡频次和地点都具有极高的随机性，可能达不到设置的数据阈值，导致漏查。

另外是套餐式过度诊疗和销售药品。例如将不必要的检查给每个患者都做一遍，或将药效不明确、经济性不高的药品与患者必需的药品打包销售。这些场景的共同点是事前并不知道有什么检验检查，不合理的项目与合理的项目打包在一起，不同组合随机变化，查起来“大海捞针”。",37,91,21,
58,南方周末,高等教育强国指数发布，中国领跑第二方阵,https://www.infzm.com/contents/281323,2024-10-27 14:50:24,中国教育在线公众号,,4,7,3,
59,南方周末,郑钦文夺得WTA500东京站冠军,https://www.infzm.com/contents/281321,2024-10-27 13:49:27,央视新闻,,2,0,0,
60,南方周末,孩子在学校玩耍打闹受伤：不和稀泥的判决应受赞誉丨快评,https://www.infzm.com/contents/281319,2024-10-27 13:03:06,陈斌,现在普遍只有一个孩子，家长是需要一些反思与智慧的，也是有选择的：是过度保护，试图让孩子隔绝与远离一切风险，孩子受个伤什么的觉得天都塌了，还是教导孩子识别风险、预防风险与管控风险，认识到孩子受个小伤，也是一种对风险的免疫机制与成长教育，有助于形成风险意识，并在精神上更健壮？,11,13,10,
61,南方周末,13岁男孩因小区地灯漏电身亡，地灯为什么会变成“地雷”？丨硬核唠科,https://www.infzm.com/contents/281309,2024-10-27 12:00:00,赵文豪 刘宇荣,"近日，厦门一13岁男孩穿过小区草坪时，误碰地灯触电身亡。经排查，该小区地灯竟没有安装地线和漏电保护。近年来不少小区地灯漏电因维修资金纠纷产生官司，地灯漏电时有发生，受害者有老人、小孩，还有宠物。

生活中误触通电的手机充电线，顶多只是感觉麻麻的。为何小小地灯漏电会直接要人命？原来电灯虽小，工作电压却和空调洗衣机等大型家电一样大，而且用的是交流电，比直流电威力更大。

电路故障并不可怕，但如果缺乏维护和监督，一盏坏掉的地灯也会让所有人置身险地。",14,18,5,
62,南方周末,产业规模已近万亿，国常会部署冰雪经济,https://www.infzm.com/contents/281305,2024-10-27 11:15:12,南方周末记者 杜寒三,"不只是北方地区，近年来广东、浙江等东南沿海地区，也在推进冰雪运动。

参与冰雪运动的民众，一般都有长距离的迁徙行为。从平时的居住地到冰雪运动目的地，这本身就是一种旅游的形态。",9,53,4,
63,南方周末,共话绿色金融赋能实体经济的探索与实践｜第21期CSR思享荟成功举办,https://www.infzm.com/contents/281303,2024-10-27 09:23:26,文/南方周末中国企业社会责任研究中心,,4,9,0,
64,南方周末,佳片细读x《低俗小说》：脱口秀鬼才，一本正经胡说八道；让人晕菜，也让人大呼过瘾,https://www.infzm.com/contents/281050,2024-10-27 09:00:00,南周文娱,拿的奥斯卡和金球都是编剧奖，唯一的导演奖是我方的华鼎奖。,8,0,0,
65,南方周末,骑手、快递员、网约司机……他们为平台零工立法,https://www.infzm.com/contents/281295,2024-10-27 08:00:00,南方人物周刊特约撰稿 谢诗剑,"《平台人员法案》被新加坡国内外的很多媒体和机构视为具有里程碑意义的创举，为解决平台经济领域的问题提供了重要启示和参考

（本文首发于南方人物周刊）",52,118,21,
66,南方周末,以社会价值共创方法加速互联网企业社会创新,https://www.infzm.com/contents/281282,2024-10-26 21:28:19,南方周末研究员 邹力,互联网企业天生具有“价值共创”的基因，在挑战和机遇面前，可以采用社会价值共创的方法，通过与内外部利益相关方进行多个维度的合作，加速实现企业针对特定可持续发展议题的社会创新目标。,7,25,3,
67,南方周末,荆州士人为什么喜欢刘表、讨厌刘备？,https://www.infzm.com/contents/281291,2024-10-26 21:00:00,刘勃,"对于这些家族来说，刘表堪称是一个完美的荆州刺史。

刘表有高贵的血统，美好的声誉，不错的行政才能，甚至还有一副漂亮皮囊，却没有多少雄心壮志。这些特点，令刘表足以维持荆州地区的平靖，却没有北上争雄的野心，或至少没有那个行动力。

而刘备来了，还打败了曹营名将，似乎意味着北伐也可以成为一个备选项了。这些大家族相当不安。",25,28,4,
68,南方周末,别怪高三学生不配合，励志演讲急需迭代升级,https://www.infzm.com/contents/281257,2024-10-26 19:00:00,鹿鸣,难道不能多站在学生角度，多讲真实经历，多讲故事细节，而不是靠音量和声调取胜？,25,36,18,
69,南方周末,小学副校长涉强奸女生未遂，“非亲历不可知”细节为何这样判,https://www.infzm.com/contents/281278,2024-10-26 17:11:14,南方周末记者 姜博文 南方周末实习生 孙琪,"法院认为，涉案女生存在虚假叙述，不意味着她对其余事实的陈述均不属实，她的其余陈述最终被法院认定能与证人证言互相印证，也能与其在案发后第一时间告知同学、老师、家长等事实相符。

二审辩护人称，法院一审判决的主要依据是涉案女生的陈述，现有在案证据难以证明马某有犯罪事实。

郑子殷称，审理性侵未成年人案件时，法官可以运用的原则，是内心确信原则，其体现在对证据可靠性的审查上。

《关于办理性侵害未成年人刑事案件的意见》提到，未成年被害人陈述了非亲历不可知的细节，并且可以排除指证、诱证、诬告、陷害可能的，一般应当采信。",41,63,20,
70,南方周末,摒弃“统一”叙事，无人机事件引发朝韩危局,https://www.infzm.com/contents/281263,2024-10-26 16:00:00,南方周末记者 毛淑杰,"随着近年来朝韩关系恶化，连接南北的公路、铁路早已废弃。朝方突然高调炸毁道路，并在边界修筑包括反坦克在内的永久性阻断工事，更重要的是意图借无人机事件为导火索，向外方传递、强化“两国论”信号。
 
从过去朝韩关系发展历程来看，空投传单并非意料之外，而是有迹可循。只是，使用无人机这种危险形式对朝鲜首都中心区域渗透，这无疑是踩到了朝鲜的红线。
 
朝鲜半岛近来多起事件并非孤立，而是明暗交织、环环相扣。可以看出，当前朝鲜正在进行战略转向，对外把俄罗斯作为国际外交的突破口，对内则彻底抛弃“统一”思想，把韩国视为头号敌国。",29,58,10,
71,南方周末,保险业前三季被罚2.9亿元，发朋友圈误导销售亦被罚｜金融合规榜,https://www.infzm.com/contents/281253,2024-10-26 15:01:00,南方周末新金融研究中心研究员 张文景  ,"前三季度，保险业合计被罚2.88亿元，同比上升近5%。但在监管高压之下，保险业合规度整体向好。
健康险和农业险等非主流险种受监管机构关注程度逐渐上升。其中，国元农险安徽分公司的罚单首次位列十大罚单。

第三季度，监管机构对于销售误导行为处罚力度加大。平安人寿深圳分公司、英大泰和人寿吉林分公司和泰康养老吉林分公司等因销售误导行为而被处罚。",14,20,4,
72,南方周末,马斯克“画饼”，特斯拉创十年最大单日涨幅,https://www.infzm.com/contents/281259,2024-10-26 14:36:24,南方周末特约撰稿 叶松山,"“今年的碳酸锂价格总体处于低位，使得储能和电动车业务的核心——电池成本得以降低。”

“特斯拉储能业务的增速大大超过营业收入增速，也给特斯拉创造了新的增长点。”

目前中国投入到无人驾驶运营的车辆比例仍远不足1%。",25,47,8,
73,南方周末,揪“内鬼”，年内4名中管纪检干部落马丨时政周报,https://www.infzm.com/contents/281255,2024-10-26 13:00:00,南方周末记者 翟星理 南方周末实习生 陶语嫣,"王宇燕履新，省级女性党委专职副书记达5人。

纪委通报再现罕见表述：侵占单位应得利润。

今年启动救灾应急响应次数为近十年来最多。 

安徽合肥阶段性扩大购房提取公积金范围。

一周时政新闻回顾（2024年10月19日—25日）",9,12,1,
74,南方周末,拜访修士之屋——伍尔夫的自由住所,https://www.infzm.com/contents/280538,2024-10-26 12:00:00,南方人物周刊特约撰稿 boho,"从她的卧室可以直接走进花园。走过玉兰树、无花果树和茂盛的郁金香，便会来到紧挨着圣彼得教堂的工作室。房间的正中央是一张宽大的木桌，桌子后面摆着一台打字机。从她的书桌向窗外看去，外面是两棵高得醒目的榆树、伦纳德挖建的小鱼塘，还有绿茵茵的广袤丘陵

（本文首发于南方人物周刊）",9,4,0,
75,南方周末,愿他们不再成谜丨记者手记,https://www.infzm.com/contents/280958,2024-10-26 10:41:31,南方人物周刊记者 邓郁,（本文首发于南方人物周刊）,3,0,0,
76,南方周末,操纵人心术有多可怕？看它就知道了,https://www.infzm.com/contents/280768,2024-10-26 08:00:00,陈陌,,13,11,5,
77,南方周末,绿色幻象？穿越金融漂绿的迷雾,https://www.infzm.com/contents/281251,2024-10-25 21:51:56,南方周末研究员 康华,随着环境和社会议题越来越受到关注，“漂绿”的外延渐渐从大众消费品扩展到金融领域，双碳背景下中国绿色金融快速发展，借他山之石，认清绿色金融发展中的潜在问题，尤为重要。,8,18,4,
78,南方周末,李诞：幽默是没权力的人的权力,https://www.infzm.com/contents/281128,2024-10-25 21:00:00,南瓜视业,李诞：有权力的人好像不必幽默，他说什么我都得跟着笑,10,2,1,
79,南方周末,人贩余华英背后的罪恶深渊,https://www.infzm.com/contents/281244,2024-10-25 19:10:23,,,2,3,0,
80,南方周末,爆款归来，为何口碑暴跌？,https://www.infzm.com/contents/281030,2024-10-25 19:07:52,钢瓒儿,,3,3,1,
81,南方周末,消除电动汽车消防隐患，治本重于治标,https://www.infzm.com/contents/281226,2024-10-25 17:00:00,关不羽,"为地下停车场所立“规矩”以解燃眉之急的治标，确有必要，但是由此产生的治理成本该由谁负担？车主花钱买车、买停车位，还要为地下车库的合规性埋单，有失公平。

在居民小区的地下车库合规性问题上，新规执行要留有空间，尊重社区自治和业主的所有权，而不是强制推行用力过猛。",14,29,7,
82,南方周末,甘肃省政府副省长赵金云接受国家监委监察调查,https://www.infzm.com/contents/281236,2024-10-25 16:13:04,中央纪委国家监委网站,,6,1,3,
